player_id,player_name,position,jersey_num,team_id,team_name,join_date
p206873,Jonathan Correia,Midfielder,Unknown,t428,Guingamp,2016-07-17
p39905,Moustapha Diallo,Midfielder,5,t428,Guingamp,2009-06-16
p213940,Ludovic Blas,Midfielder,7,t428,Guingamp,2015-07-01
p45084,Lucas Deaux,Midfielder,8,t428,Guingamp,2016-07-01
p89038,Nicolas Benezet,Midfielder,10,t428,Guingamp,2015-07-03
p55343,Yannis Salibur,Midfielder,19,t428,Guingamp,2014-01-04
p12179,Étienne Didot,Midfielder,22,t428,Guingamp,2016-07-01
p201562,Marcus Coco,Midfielder,24,t428,Guingamp,2014-12-16
p44100,Thibault Giresse,Midfielder,26,t428,Guingamp,2009-07-01
p26896,Mathieu Bodmer,Midfielder,27,t428,Guingamp,2017-01-23
p220001,Jeremy Livolant,Midfielder,31,t428,Guingamp,2015-07-01
p189542,Alexandre Mendy,Forward,9,t428,Guingamp,2016-07-01
p49367,Sloan Privat,Forward,11,t428,Guingamp,2016-07-01
p54533,Nill de Pauw,Forward,12,t428,Guingamp,2015-06-18
p223169,Sullivan Martinet,Forward,14,t428,Guingamp,2015-07-01
p172918,Karim Achahbar,Forward,14,t428,Guingamp,2014-01-01
p27675,Jimmy Briand,Forward,23,t428,Guingamp,2015-08-03
p13262,Vincent Enyeama,Goalkeeper,Unknown,t429,Lille,2011-07-01
p129487,Mike Maignan,Goalkeeper,16,t429,Lille,2015-08-18
p201559,Jean Butez,Goalkeeper,30,t429,Lille,2014-12-16
p244753,Valentin Vanbaleghem,Defender,Unknown,t429,Lille,2016-12-13
p209171,Carlens Arcus,Defender,Unknown,t429,Lille,2016-07-01
p37439,Marko Basa,Defender,Unknown,t429,Lille,2011-06-23
p39804,Julian Palmieri,Defender,Unknown,t429,Lille,2016-07-02
p60121,Sébastien Corchia,Defender,2,t429,Lille,2014-07-01
p180124,Youssouf Kone,Defender,3,t429,Lille,2014-02-02
p168097,Júnior Alonso,Defender,3,t429,Lille,2017-01-26
p226597,Gabriel,Defender,4,t429,Lille,2017-01-31
p103155,Adama Soumaoro,Defender,5,t429,Lille,2011-08-02
p80342,Stoppila Sunzu,Defender,13,t429,Lille,2016-07-08
p12656,Franck Beria,Defender,18,t429,Lille,2007-05-26
p232174,Hamza Mendyl,Defender,27,t429,Lille,2016-07-01
p161039,Fares Bahlouli,Midfielder,Unknown,t429,Lille,2017-01-31
p213942,Alexis Araujo,Midfielder,Unknown,t429,Lille,2015-07-01
p51634,Marvin Martin,Midfielder,Unknown,t429,Lille,2012-06-21
p83913,Éric Bautheac,Midfielder,Unknown,t429,Lille,2015-06-25
p128348,Ibrahim Amadou,Midfielder,6,t429,Lille,2015-07-15
p242600,Xeka,Midfielder,8,t429,Lille,2017-01-31
p178003,Ricardo Kishna,Midfielder,10,t429,Lille,2017-01-31
p109653,Rony Lopes,Midfielder,17,t429,Lille,2016-01-07
p245634,Valere Pollet,Midfielder,17,t429,Lille,2017-01-01
p103119,Soualiho Meité,Midfielder,17,t429,Lille,2013-01-28
p227127,Yves Bissouma,Midfielder,21,t429,Lille,2016-07-07
p18787,Rio Mavuba,Midfielder,24,t429,Lille,2008-01-22
p98788,Naim Sliti,Midfielder,27,t429,Lille,2016-08-31
p232175,Rominigue Kouame,Midfielder,29,t429,Lille,2016-07-01
p52635,Éder,Forward,Unknown,t429,Lille,2016-07-01
p114534,Junior Tallo,Forward,Unknown,t429,Lille,2015-07-15
p105718,Lenny Nangis,Forward,Unknown,t429,Lille,2015-08-31
p157728,Baptiste Guillaume,Forward,Unknown,t429,Lille,2015-07-18
p193488,Anwar El Ghazi,Forward,7,t429,Lille,2017-01-31
p116628,Yassine Benzia,Forward,10,t429,Lille,2015-08-31
p73879,Nicolas de Preville,Forward,12,t429,Lille,2016-08-11
p230337,Lebo Mothiba,Forward,18,t429,Lille,2016-07-13
p232176,Martin Terrier,Forward,28,t429,Lille,2016-07-01
p220059,Anthony Lamonge,Goalkeeper,Unknown,t694,Lorient,2015-07-01
p54409,Paul Delecroix,Goalkeeper,16,t694,Lorient,2016-07-01
p86873,Benjamin Lecomte,Goalkeeper,40,t694,Lorient,2010-08-05
p168117,Yoann Wachter,Defender,Unknown,t694,Lorient,2013-07-01
p198188,Erwin Koffi,Defender,2,t694,Lorient,2015-07-01
p227217,Bradley Mazikou,Defender,3,t694,Lorient,2015-07-01
p54408,Zargo Toure,Defender,5,t694,Lorient,2015-08-31
p202967,Faiz Selemani,Defender,11,t694,Lorient,2016-07-01
p37740,Michael Ciani,Defender,13,t694,Lorient,2016-09-08
p82725,Lindsay Rose,Defender,14,t694,Lorient,2016-07-01
p141017,Steven Moreira,Defender,20,t694,Lorient,2016-08-30
p57129,Mathieu Peybernes,Defender,23,t694,Lorient,2017-01-11
p85565,Wesley Lautoa,Defender,24,t694,Lorient,2012-02-01
p67278,Vincent Le Goff,Defender,25,t694,Lorient,2014-07-17
p57734,Pape Paye,Defender,29,t694,Lorient,2015-07-01
p227300,Ibrahima Sory Conté,Defender,32,t694,Lorient,2016-07-01
p242166,Matteo Guendouzi,Midfielder,4,t694,Lorient,2016-10-01
p51524,Francois Bellugou,Midfielder,6,t694,Lorient,2014-08-31
p27674,Arnold Mvuemba,Midfielder,7,t694,Lorient,2016-09-06
p166325,Cafú,Midfielder,8,t694,Lorient,2016-07-01
p218357,Alexis Claude Maurice,Midfielder,10,t694,Lorient,2016-09-01
p202459,Marvin Gakpa,Midfielder,11,t694,Lorient,2015-01-10
p227326,Mohamed Mara,Midfielder,11,t694,Lorient,2016-07-01
p67346,Walid Mesloub,Midfielder,17,t694,Lorient,2014-07-01
p150172,Romain Philippoteaux,Midfielder,19,t694,Lorient,2015-02-01
p87215,Alhassan Wakaso,Midfielder,23,t694,Lorient,2017-01-10
p227218,Issam Ben Khemis,Midfielder,26,t694,Lorient,2015-07-01
p216227,Denis Bouanga,Midfielder,26,t694,Lorient,2015-07-01
p151912,Jimmy Cabot,Midfielder,27,t694,Lorient,2016-01-30
p62226,Maxime Barthelme,Midfielder,28,t694,Lorient,2011-08-02
p37939,Sylvain Marveaux,Midfielder,31,t694,Lorient,2016-07-15
p82184,Majeed Waris,Forward,9,t694,Lorient,2015-08-06
p73678,Benjamin Moukandjo,Forward,12,t694,Lorient,2015-08-06
p11839,Jérémie Aliadière,Forward,14,t694,Lorient,2016-09-19
p73667,Benjamin Jeannot,Forward,22,t694,Lorient,2014-07-01
p193408,Valentin Lavigne,Forward,28,t694,Lorient,2014-07-01
p242167,Pierre-Yves Hamel,Forward,29,t694,Lorient,2016-06-01
p59957,Anthony Lopes,Goalkeeper,1,t143,Lyon,2008-07-01
p213402,Lucas Mocio,Goalkeeper,16,t143,Lyon,2015-07-01
p59956,Mathieu Gorgelin,Goalkeeper,30,t143,Lyon,2008-07-01
p44488,Mapou Yanga-Mbiwa,Defender,2,t143,Lyon,2015-08-15
p52775,Nicolas Nkoulou,Defender,3,t143,Lyon,2016-07-01
p54772,Rafael,Defender,4,t143,Lyon,2015-08-03
p208135,Mouctar Diakhaby,Defender,5,t143,Lyon,2016-07-01
p38265,Christophe Jallet,Defender,13,t143,Lyon,2014-07-23
p37832,Jérémy Morel,Defender,15,t143,Lyon,2015-07-01
p234458,Jordy Gaspar,Defender,23,t143,Lyon,2016-07-01
p173211,Emanuel Mammana,Defender,24,t143,Lyon,2016-07-06
p202888,Dylan Mboumbouni,Midfielder,Unknown,t143,Lyon,2014-01-17
p165572,Olivier Kemen,Midfielder,Unknown,t143,Lyon,2015-08-31
p55305,Clément Grenier,Midfielder,7,t143,Lyon,2008-07-01
p231961,Houssem Aouar,Midfielder,8,t143,Lyon,2016-07-01
p168568,Corentin Tolisso,Midfielder,8,t143,Lyon,2013-08-01
p115858,Rachid Ghezzal,Midfielder,11,t143,Lyon,2011-07-01
p107641,Jordan Ferri,Midfielder,12,t143,Lyon,2011-07-01
p169007,Sergi Darder,Midfielder,14,t143,Lyon,2015-08-29
p59963,Maxime Gonalons,Midfielder,21,t143,Lyon,2008-07-01
p37852,Mathieu Valbuena,Midfielder,28,t143,Lyon,2015-08-11
p203349,Lucas Tousart,Midfielder,29,t143,Lyon,2015-08-31
p71389,Maciej Rybus,Midfielder,31,t143,Lyon,2016-07-01
p219873,Romain Del Castillo,Midfielder,39,t143,Lyon,2015-07-01
p59966,Alexandre Lacazette,Forward,10,t143,Lyon,2008-07-01
p106824,Memphis Depay,Forward,11,t143,Lyon,2017-01-20
p208556,Myziane Maolida,Forward,17,t143,Lyon,2017-04-15
p166552,Nabil Fekir,Forward,18,t143,Lyon,2013-07-01
p231747,Jean-Philippe Mateta,Forward,19,t143,Lyon,2016-09-16
p220560,Gaetan Perrin,Forward,22,t143,Lyon,2015-12-01
p213401,Aldo Kalulu,Forward,26,t143,Lyon,2015-07-01
p149519,Maxwel Cornet,Forward,27,t143,Lyon,2015-01-01
p240084,Alan Dzabana,Forward,46,t143,Lyon,2016-09-10
p107254,Julien Fabri,Goalkeeper,Unknown,t144,Marseille,2012-07-01
p102836,Brice Samba,Goalkeeper,1,t144,Marseille,2013-01-04
p37769,Yohann Pelé,Goalkeeper,16,t144,Marseille,2015-07-01
p208134,Florian Escales,Goalkeeper,40,t144,Marseille,2016-01-01
p216289,Brice Nlate,Defender,Unknown,t144,Marseille,2015-07-01
p107259,Baptiste Aloe,Defender,Unknown,t144,Marseille,2011-07-01
p194142,Stephane Sparagna,Defender,Unknown,t144,Marseille,2014-07-01
p132227,Gaël Andonian,Defender,Unknown,t144,Marseille,2012-07-01
p109404,Hiroki Sakai,Defender,2,t144,Marseille,2016-07-01
p116736,Doria,Defender,3,t144,Marseille,2014-09-01
p103040,Karim Rekik,Defender,4,t144,Marseille,2015-07-02
p39294,Rolando,Defender,6,t144,Marseille,2015-08-31
p44324,Henri Bedimo,Defender,12,t144,Marseille,2016-07-01
p102760,Bouna Sarr,Defender,17,t144,Marseille,2015-07-06
p14075,Patrice Evra,Defender,21,t144,Marseille,2017-01-25
p13356,Rod Fanni,Defender,24,t144,Marseille,2016-08-31
p49181,Tomas Hubocan,Defender,25,t144,Marseille,2016-07-08
p202416,Alphousseyni Sane,Defender,34,t144,Marseille,2015-01-01
p226944,Boubacar Kamara,Midfielder,4,t144,Marseille,2016-12-12
p121117,Lucas Ocampos,Midfielder,5,t144,Marseille,2015-07-02
p28566,Abou Diaby,Midfielder,5,t144,Marseille,2015-07-29
p66957,Rémy Cabella,Midfielder,7,t144,Marseille,2016-06-05
p122775,Morgan Sanson,Midfielder,8,t144,Marseille,2017-01-17
p37901,Dimitri Payet,Midfielder,10,t144,Marseille,2017-01-29
p40815,William Vainqueur,Midfielder,19,t144,Marseille,2016-08-31
p56995,Grégory Sertic,Midfielder,22,t144,Marseille,2017-01-31
p210415,Zinedine Machach,Midfielder,23,t144,Marseille,2016-07-27
p169427,Saif-Eddine Khaoui,Midfielder,24,t144,Marseille,2016-07-01
p175077,Bill Poni Tuiloma,Midfielder,25,t144,Marseille,2013-12-15
p95434,Florian Thauvin,Midfielder,26,t144,Marseille,2016-08-04
p213965,Maxime Lopez,Midfielder,27,t144,Marseille,2010-07-01
p203325,André-Frank Zambo Anguissa,Midfielder,29,t144,Marseille,2015-07-31
p145212,Clinton N'Jie,Forward,14,t144,Marseille,2016-08-31
p37998,Bafétimbi Gomis,Forward,18,t144,Marseille,2016-07-29
p185727,Aaron Leya Iseka,Forward,22,t144,Marseille,2016-07-23
p221456,Antoine Rabillard,Forward,28,t144,Marseille,2016-01-01
p194300,Jérémie Porsan-Clemente,Forward,32,t144,Marseille,2014-07-01
p165457,Thomas Didillon,Goalkeeper,1,t145,Metz,2013-07-01
p19739,Eiji Kawashima,Goalkeeper,16,t145,Metz,2016-08-01
p83280,David Oberhauser,Goalkeeper,30,t145,Metz,2014-07-07
p242205,Lemouya Goudiaby,Defender,Unknown,t145,Metz,2016-10-15
p423869,Theodore Efouba Ayissi,Defender,Unknown,t145,Metz,2017-05-18
p219145,Oumar Gonzalez,Defender,Unknown,t145,Metz,2016-07-01
p193518,Mederic Deher,Defender,Unknown,t145,Metz,2014-08-01
p221987,Matthieu Udol,Defender,3,t145,Metz,2015-07-01
p61678,Fallou Diagne,Defender,3,t145,Metz,2017-01-10
p133633,Guido Milán,Defender,5,t145,Metz,2012-09-01
p39490,Milan Bisevac,Defender,6,t145,Metz,2016-08-25
p108988,Simon Falette,Defender,6,t145,Metz,2016-07-01
p12400,Franck Signorino,Defender,13,t145,Metz,2016-07-01
p232181,Vahid Selimovic,Defender,15,t145,Metz,2016-07-01
p233469,Nicolas Basin,Defender,22,t145,Metz,2016-07-01
p116692,Chris Philipps,Defender,23,t145,Metz,2012-05-01
p97624,Iván Balliu,Defender,25,t145,Metz,2015-07-17
p80800,Jonathan Rivierez,Defender,28,t145,Metz,2014-07-01
p28146,Benoit Assou-Ekotto,Defender,32,t145,Metz,2016-08-16
p167454,Hamza Sakhi,Midfielder,Unknown,t145,Metz,2015-08-20
p421128,Boris Mathis,Midfielder,Unknown,t145,Metz,2017-04-01
p158771,Janis Ikaunieks,Midfielder,Unknown,t145,Metz,2015-01-01
p214255,Lucas Toussaint,Midfielder,Unknown,t145,Metz,2013-07-01
p244490,Youssef Maziz,Midfielder,Unknown,t145,Metz,2016-07-01
p44379,Yann Jouffre,Midfielder,8,t145,Metz,2016-07-01
p232182,Gauthier Hein,Midfielder,8,t145,Metz,2016-07-01
p78323,Cheick Doukouré,Midfielder,10,t145,Metz,2014-07-01
p124148,Opa Nguette,Midfielder,11,t145,Metz,2016-07-01
p43455,Georges Mandjeck,Midfielder,14,t145,Metz,2015-08-31
p225190,Vincent Thill,Midfielder,18,t145,Metz,2016-07-01
p116627,Florent Mollet,Midfielder,19,t145,Metz,2016-07-01
p232184,Alexis Larriere,Midfielder,20,t145,Metz,2016-07-01
p37743,Kévin Lejeune,Midfielder,22,t145,Metz,2012-08-12
p37765,Renaud Cohade,Midfielder,24,t145,Metz,2016-07-07
p232185,Ismaila Sarr,Midfielder,26,t145,Metz,2016-07-13
